Batch No:0
Requestid				T									D
[1020]				22.4922259123									0
[1021]				23.4780989984									0
[1022]				21.6305121659									0
[1023]				22.7842362046									0
[1024]				10.1764597244									0
[1025]				11.7120274386									0
[1026]				7.29915509023									0
[1027]				5.0									0
[1028]				5.0									0
[1029]				5.0									0
[1030]				5.0									0
[1031]				5.0									0
[1032]				8.70984520695									0
[1033]				10.4745792616									0
[1034]				14.4506050465									0
[1035]				19.3228360217									0
[1036]				17.3481659027									0
[1037]				19.9561912933									0
[1038]				23.1918073226									0
[1039]				28.0334870433									5.56927022513
[1040]				32.8964684329									8.89994512078
[1044]				25.7761374219									1.69429765168
[1045]				24.5791511447									0
[1041]				45.2386730139									22.8945839011
[1043]				41.9938211991									18.7272428129
[1046]				32.1522554921									10.0046968706
[1042]				53.4789588718									29.4642442335
[1048]				32.1072807018									9.69407643822
[1051]				26.2027937626									3.43018465813
[1047]				50.120164118									25.3604367384
[1049]				42.1548321328									18.2009563018
[1050]				46.681397695									28.5375156721
[1052]				20.2204254992									0
[1053]				20.0835491744									0
[1054]				24.2990745102									0
[1055]				10.6342606606									0
[1056]				11.1494866066									0
[1057]				7.8624753301									0
[1058]				8.10589324561									0
[1059]				7.77792204157									0
[1060]				7.62788885603									0
[1061]				11.8970611168									0
[1062]				16.0558315049									0
[1063]				13.1796095141									0
[1064]				15.5991068681									0
[1065]				19.7717885498									0
[1066]				14.6319816656									0
[1067]				11.3634478185									0
[1068]				7.70362722341									0
[1069]				9.76644672492									0
[1070]				13.9190993451									0
[1071]				10.3675074161									0
[1072]				13.910545204									0
[1073]				12.2918520971									0
Batch No:3
Requestid				T									D
[1074]				10.1386545215									0
[1075]				13.2230158827									0
[1076]				18.2098640147									0
[1077]				17.8552652184									0
[1078]				13.4819614528									0
[1079]				13.1555496213									0
[1080]				5.0									0
[1081]				8.44376794368									0
[1082]				5.56354180584									0
[1083]				7.1345585058									0
[1084]				6.92551198322									0
[1085]				9.76654641568									0
[1086]				13.1950416753									0
[1087]				13.4252568982									0
[1088]				12.8147124319									0
[1089]				5.0									0
[1090]				5.0									0
[1091]				5.84482892729									0
[1092]				5.0									0
[1093]				5.0									0
[1094]				6.85539975214									0
[1095]				9.99493723422									0
[1096]				8.11453941622									0
[1097]				10.179508783									0
[1098]				14.9515563294									0
[1099]				18.8335578427									0
[1100]				21.1653927236									0
[1101]				19.2044539903									0
[1102]				17.7991241759									0
[1103]				18.7566184695									0
[1104]				13.5880383956									0
[1105]				16.2165598369									0
[1106]				18.6221021228									0
[1107]				15.2759153094									0
[1108]				13.4528282202									0
[1109]				15.1235415738									0
[1110]				6.91204318749									0
[1111]				11.7518247816									0
[1112]				12.1396357481									0
[1113]				5.41546221273									0
[1114]				5.0									0
[1115]				8.71267270135									0
[1116]				5.0									0
[1117]				5.43030230049									0
[1118]				5.0									0
[1119]				7.61302404011									0
[1120]				6.06141324067									0
[1121]				5.0									0
[1122]				5.0									0
[1123]				7.51451289223									0
[1124]				9.55239504874									0
[1125]				13.7532012569									0
[1126]				11.8464267777									0
[1127]				16.4085587791									0
[1128]				10.0568911602									0
[1129]				14.1093307256									0
[1130]				17.8402461692									0
[1131]				5.0									0
[1132]				5.85974751435									0
[1133]				5.0									0
[1134]				7.45562449263									0
[1135]				10.7892008438									0
[1136]				13.0309647067									0
[1137]				5.0									0
[1138]				8.72108635834									0
[1139]				5.0									0
[1140]				5.0									0
[1141]				5.0									0
[1142]				8.1467147978									0
[1143]				5.2801175919									0
[1144]				5.0									0
[1145]				5.0									0
[1146]				8.50880229056									0
[1147]				7.86181521833									0
[1148]				5.0									0
[1149]				5.0									0
[1150]				9.02929541604									0
[1151]				12.672115023									0
[1152]				11.7024792054									0
[1153]				16.407796267									0
[1154]				21.3998934936									0
[1155]				23.5888790511									0
[1157]				22.7210891044									0
[1156]				31.803190993									10.7465121665
[1159]				21.4732521367									0
[1158]				30.9664577669									7.78329588969
[1160]				26.3214509348									4.14760912299
[1161]				25.2223848139									0.507320847672
[1162]				19.8358073036									0
[1163]				24.1098373506									0
[1164]				17.062690128									0
[1165]				11.2829941806									0
[1166]				16.2348008029									0
[1167]				7.76193796786									0
[1168]				7.12831609727									0
[1169]				5.0									0
[1170]				5.0									0
[1171]				7.16845732174									0
[1172]				11.4433124961									0
[1173]				7.76174388233									0
[1174]				5.3336448796									0
[1175]				6.52186979516									0
[1176]				9.62686922239									0
[1177]				11.9099726113									0
[1178]				5.0									0
[1179]				6.26677962078									0
[1180]				9.85227838352									0
[1181]				5.0									0
[1182]				5.0									0
[1183]				8.83284933796									0
[1184]				12.5172609261									0
[1185]				9.66659868562									0
[1186]				11.7315404288									0
[1187]				12.8768785017									0
[1188]				10.9656668238									0
[1189]				14.0509569573									0
[1190]				13.6367032948									0
[1191]				17.2669489039									0
[1192]				20.7658998377									0
[1193]				21.0345173721									0
[1194]				22.6856109837									0
[1195]				14.1899188123									0
[1196]				18.2626871029									0
[1197]				8.38457846337									0
[1198]				11.5628308273									0
[1199]				14.0434321161									0
[1200]				18.3689345422									0
[1201]				21.0893859079									0
[1202]				5.0									0
[1203]				7.30295881946									0
[1204]				5.0									0
[1205]				5.0									0
[1206]				5.0									0
[1207]				8.77784344405									0
[1208]				10.3897436221									0
[1209]				14.2928378921									0
[1210]				17.5697865616									0
[1211]				20.1223985279									0
[1212]				24.034328795									0
[1213]				22.2016762484									0
[1214]				22.7633957581									0
[1215]				25.7007529213									0.767291690892
[1217]				28.2088577409									3.69687964985
[1218]				32.7415334071									8.68714370188
[1220]				24.3418973345									0
[1219]				40.9726948856									17.7252371431
[1216]				48.937523633									28.5070965123
[1221]				23.4700919834									0
[1222]				24.727122008									0
[1224]				23.2586215958									0
[1223]				30.0549626606									7.08310358777
[1225]				30.5073312061									6.14592570263
[1226]				22.592691912									0
[1227]				24.2310515916									0
[1230]				24.3893762505									0
[1229]				32.1645901962									10.2040490367
[1231]				21.006554331									0
[1228]				44.0413130934									21.1726362063
[1232]				24.0465081534									0
[1233]				23.5063704138									0
[1234]				5.0									0
[1235]				5.0									0
[1236]				6.30044485251									0
[1237]				7.1944547802									0
[1238]				5.0									0
[1239]				5.18551290394									0
[1240]				5.0									0
[1241]				7.79491495953									0
[1242]				6.2471135585									0
[1243]				7.22542860162									0
[1244]				5.0									0
[1245]				5.0									0
[1246]				5.0									0
[1247]				5.0									0
[1248]				9.73274771206									0
[1249]				14.2789982031									0
[1250]				16.7937483849									0
[1251]				11.2742554124									0
[1252]				11.3721385823									0
[1253]				14.5915532999									0
[1254]				18.9550727221									0
[1255]				22.2284684539									0
[1257]				25.4815069411									0.913047400367
[1256]				31.4115140045									6.83034340273
[1258]				34.1934279411									9.65898433078
[1259]				33.3896303068									10.5094138733
[1261]				24.3212169033									0
[1260]				37.0876968986									12.9913966372
[1262]				31.0238378845									10.8905522978
[1263]				21.4214486483									0
[1264]				20.4434947604									0
[1265]				24.9254794851									0
[1267]				23.3329158184									0
[1268]				26.7407440126									2.36627717264
[1271]				24.7922156715									0
[1266]				43.5072039967									21.220455946
[1269]				40.0168723777									15.3749298172
[1272]				35.5402191822									12.7053241138
[1270]				46.7480770679									23.3493250964
[1274]				27.6716152144									3.35788352344
[1275]				26.5176012671									1.76880139581
[1276]				26.6894061085									2.61081082336
[1273]				46.7971665723									23.9133398409
[1277]				32.8674166731									11.9616258535
[1278]				25.2275873841									1.41787761146
[1279]				28.5532310894									6.49850320717
[1280]				18.2131810645									0
[1281]				21.4052847135									0
[1282]				22.3515372773									0
[1283]				23.7496259873									0
[1285]				25.9478673026									1.85463709032
[1287]				22.6552687911									0
[1286]				35.7116913037									10.9714609264
[1284]				42.110381671									21.9114445137
[1288]				13.6934921342									0
[1289]				15.6640316732									0
[1290]				5.0									0
[1291]				5.0									0
[1292]				5.0									0
[1293]				5.0									0
[1294]				9.15302472716									0
[1295]				10.6551043365									0
[1296]				8.32285185981									0
[1297]				12.3270432234									0
[1298]				16.7740842114									0
[1299]				5.0									0
[1300]				5.0									0
[1301]				5.0									0
[1302]				9.60632527367									0
[1303]				7.36165683326									0
[1304]				5.0									0
[1305]				5.0									0
[1306]				5.0									0
[1307]				6.52276486592									0
[1308]				5.52266091298									0
[1309]				5.0									0
[1310]				5.84727233715									0
[1311]				10.3825026436									0
[1312]				14.4411102358									0
[1313]				5.0									0
[1314]				5.0									0
[1315]				5.0									0
[1316]				9.03952614277									0
[1317]				13.3713373377									0
[1318]				11.4752334011									0
[1319]				13.1207035041									0
[1320]				14.3910344106									0
[1321]				17.8020279449									0
[1322]				14.1578617074									0
